
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Lower middle income","LMC","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","180447755496.74","179221649963.58","179683633724.632","175730175226.908","182813444148.018","192031881680.513","213577717791.373","227428511284.02","220401293877.086","235100860522.142","224712926997.733","224016622756.914","218893077010.875","233663444198.071","251579353608.323","277308696551.109","279292689764.337","260280204664.056","273245151054.431","267628653967.247","268371391856.3","282491022286.335","318258924201.778","338069111040.539","376856098610.335","438485840588.139","535192896527.272","606731865170.187","635632889159.388","776033265852.368","866480358585.874","882853412327.871","919557860438.266","959278898058.997","948546453695.202","980433418570.301",
"Low & middle income","LMY","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","97910246558.5125","101388167136.701","104155623006.431","115924135883.062","128473571202.418","139270289736.266","137946906556.778","146150397385.18","150915481535.707","160486481221.208","167126488750.573","175068577993.11","189955611460.998","238700916138.13","282634110225.841","303354410957.57","306022428710.863","346414548019.148","353954867513.065","409459288076.144","442604186538.24","471151920384.522","468742399957.55","474527723981.425","487557076968.392","509880063010.924","533355374383.02","542377411629.065","579211070333.289","588497688043.413","629283604494.602","613248464566.727","556605921236.649","546117883426.454","593438747233.517","655667952705.435","718949758715.488","723381057958.936","700036103246.222","677301986157.614","674115536741.455","674692888622.157","706554564447.56","786942293889.663","892354457214.386","981736770816.633","1107789659988.94","1356220034442.75","1624720889975.07","1650910574851.02","1960687354273.28","2277649818328.15","2396906182252.22","2551728960743.7","2638601770672.04","2562730887488.67","2573102839028.76",
"Lesotho","LSO","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","30493630.1273975","31920341.5931681","36913481.7303654","39409911.801764","42441551.1689766","43511409.7718046","31385272.2945541","27283774.3245135","28532129.3574128","27818843.6231275","29780344.3931121","21372203.5794183","34798230.7792377","60018155.6195965","59424282.5607064","54602839.7565923","45408463.6614535","72653518.8592456","80856370.7451702","99391211.4014252","96825629.1730868","105715099.7151","58116411.8622214","62872004.3084104","50686233.3084796","43060304.2132185","50497067.833698","57410510.805501","65862194.8537497","62543028.1770694","72533915.6649789","51592112.410821","75433660.5890603","69606848.8539339","72564858.6234088","87972264.3434148","72750098.8533017","69891623.2638889","77275509.6503446","80183582.9445945","69449796.824116","68524352.1390157","49613602.5121671","73486337.8587386","90432503.560592","95408315.3806237","87174880.0118142","93297825.5315525","102398501.428364","109289200.703353","125847484.019013","147400517.827877","134309841.656516","147960062.557612","133797635.611415","113850151.658842","",
"Late-demographic dividend","LTE","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","38690748554.525","46997873622.8611","49022777248.1794","53348169877.4246","58272901279.5908","66952437170.7104","71336320686.8276","73012859389.6492","74444249832.9156","76288714085.4227","81555580748.5764","86671057217.4492","96948320716.1193","122818372288.088","138063759601.327","148069892119.05","155182454577.695","171867412496.745","155542624842.239","189020788454.546","200889413647.69","211061921891.611","216606488218.312","227878092521.091","243385440610.97","250083879096.202","255593059010.296","254992655651.511","274491181541.485","282547775515.185","292386767284.149","292500730049.15","235920363095.435","226241696571.972","275358421757.297","312769369047.348","342844216626.814","340856536840.075","330290577571.688","306907319267.208","306277443014.494","315862581737.925","329144962158.231","361409977114.531","434531390695.157","460710178159.951","515576007330.109","637208383465.204","804924751862.04","801395066389.562","924060713697.534","1142256392809.04","1217380500791.33","1333802454237.31","1379055789368.14","1331634480516.21","1313186768287.65",
"Lithuania","LTU","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","777235478.966042","917249115.235218","953367026.327147","861188692.274493","700303927.492447","643780060.422961","596486663.789383","680923734.385273","830688324.873096","944222056.631893","1129643487.99602","1166367674.73962","1379664203.61248","1569622127.90868","948338337.503475","1110180920.73978","1510207918.20095","1721555846.74947","1661344281.73743","1660576302.68736","1353651271.62745","1260313305.06281",
"Luxembourg","LUX","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","197040229.885057","176393485.34202","146026161.479477","162658368.526339","160705305.774558","132447024.138566","126706040.268456","170060229.625447","148732505.643341","192224981.375714","132726029.100858","144188934.888973","208063235.696688","174382598.505932","130109752.709086","131553756.817034","151421706.387068","203666071.148793","163316073.101985","169015264.728103","124897555.274123","126543755.284564",
"Latvia","LVA","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","457472903.593839","406818529.862175","332286474.715703","282888121.053259","291167427.336056","363506373.117034","376670024.625028","440900409.276944","476996679.375231","616803694.549239","644415681.393902","706701780.78756","1028034468.60895","1057846806.02251","864916597.164304","936137640.728861","973498138.070856","920197723.198414","992444914.721329","965927173.370627","802870077.043616","785406427.303108",
"Macao SAR, China","MAC","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"St. Martin (French part)","MAF","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","691236043.869183","604090504.890821","662187530.876396","733524355.30086","705859104.831538","788854856.239502","952673267.326733","1078508085.55034","1300007304.77976","1585427250.67509","1608143121.52992","1845314868.87064","1810450114.36058","2504379964.96028","2850914313.55954","3285855814.6624","1900638594.04907","2285063921.63374","2051484257.44941","1797227172.12417","1992481367.38547","3056556170.64277","2560577567.23131","3651031172.72295","3776591032.25654","4555740327.33582","5649761077.80305","4733963633.16936","4137182826.11033","6145098848.20167","5266219754.09836","7958963285.48974","5728966085.86124","6736022250.21865","5772506711.27249","4615184396.76266","5205492931.08024","5575482823.70021","7248934063.75334","7847323601.71403","7366470219.96616","9336855132.11151","8586355480.14599","11063055623.6533","12103238137.7915","12065532481.1101","13299793569.7598","12115803625.2376","14303491761.3467","12823953463.4738","12871890458.0974","11668050247.2598",
"Monaco","MCO","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","513147927.713451","465891304.347826","501125541.125541","437728119.180633","291300051.310313","327384303.569418","335670096.682936","349344581.153761","363059974.466742","456947348.782882","490083097.876123","494157153.627647","439369434.674091","533488837.567359","462168394.901707","699913091.282449","859997955.463173","817094390.409036","983808434.232688","1041636980.25022","790778382.974201","823607946.275309",
"Madagascar","MDG","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","204138239.962444","218587244.011096","225626411.038667","226077750.956458","243039299.816915","258066229.12625","299013596.454707","394728082.821742","585126642.189829","693028354.731362","647598915.437016","691280100.643312","760323815.22831","913607665.884381","1078272845.9413","1055477975.40607","1071364203.49662","1115446070.48064","920833914.42705","894729682.140148","1078615472.47504","809861444.862889","725325324.424588","748656765.230949","803418003.587333","739423928.820504","809134808.216779","902461756.495317","665458240.636174","783621458.393675","1011853257.05635","1034460887.9476","1051110167.45052","1013126974.31082","1026290284.37612","1165547088.60629","1311861493.25318","1465427931.5564","1142537069.54055","1294103650.58703","1385930375.72626","1717801923.68046","2101006994.50026","2295193583.41541","2249289695.92574","2568160119.1042","2556549805.10638","2575541522.68357","2598911311.71842","2288543518.9326","2132325575.9718",
"Maldives","MDV","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45739379.7790994","48356389.1248938","50066618.5216653","51569345.7943925","54181962.6168224","54697884.4519966","55860776.1437909","55833601.5625","56828125","64925351.5625","77706078.125","83798453.125","87046179.6875","107033609.375","85611750","92189703.125","89163169.4288454","84859985.1608872","92928214.9062583","94015760.3183272","94948035.6364252","97267913.3807033",
"Middle East & North Africa","MEA","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46243428957.6027","47534047280.6788","53989853443.8956","62050659619.376","59366112924.2156","66120639548.8277","64294494223.8648","63080686189.5219","65592408005.2321","63977815600.1881","68709313331.3748","72310580330.7361","76779362545.1431","88702122548.1949","102372611070.052","112839616763.444","126412300228.598","139094935820.786","154874362650.892","170323407556.701","181557882615.569","178035429348.999","177619095418.132","177347462055.724",
"Mexico","MEX","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","2871792000","2941032000","3119800000","3206344000","3393408000","4305224000","4705160000","4948200000","6374192000","8264560000","9802104000","9452714285.71428","8603553097.34513","10526219298.2456","12356381578.9474","16142086956.5217","20747061224.4898","12906648936.1702","11647335553.7052","15166805721.0965","16844476449.9805","12269597907.813","12260708895.661","13290874576.5694","15853999187.4873","18864007324.184","21643716869.8648","22223181362.8873","21675897098.4722","21662995170.5135","14378255755.9897","18008813195.7786","20101344951.6954","20075840083.1874","21720351658.9264","23005962075.3839","25198131081.2113","25107984672.7423","24272383909.5375","26301971469.0767","27973786234.0451","29667755339.8415","33315247890.778","35309485700.4232","30218916416.9164","34883917062.3615","37894902884.0968","40495910323.095","42707902325.3993","43572958984.3897","39107654795.7825","37713034033.251",
"Marshall Islands","MHL","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12169300","13234033.2606268","15058100","18581400","24562500","25725300","38746500","38611500","28223200","25153600","",
"Middle income","MIC","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","92745825840.3158","95997743717.9515","98574141337.4579","109827900921.098","121845788895.662","131989087030.849","130078353874.587","138573806298.513","143195030697.49","152378394673.909","159004103204.029","166276715778.75","180044214431.923","227139383630.998","268437701252.694","286262869298.528","288120164113.29","325873724909.329","331030615563.039","384188266553.506","417399276884.528","446897863183.486","442763393073.19","449612621635.401","465348242815.704","484035918296.173","505130181154.534","513286233811.262","548191504576.908","558140722910.133","597387811870.183","578469600342.671","525767379869.028","514492138689.484","567477978044.02","626039027026.893","686920692815.551","689368768270.125","667272048013.16","646265115172.818","640442164440.486","644233161963.603","674984913852.855","752511069470.46","855027008184.794","935718042456.549","1056216592823.16","1295683182363.62","1548791267639.75","1569206492186.32","1874002030749.33","2180846333151.03","2286513794990.47","2437329068463.56","2517773445988.49","2445592305819.74","2456485746644.73",
"Macedonia, FYR","MKD","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","336581272.084806","535510204.081633","352963268.513062","268873318.965517","376170732.101617","496600414.698163","496202235.588972","409883058.232932","407988749.084249","406376288.224956","380932872.056324","361493949.624543","408688138.890875","570723257.299488","656581091.06364","609349541.531987","616780528.58706","744648981.216102","1134000673.55025","974975397.160129","952083880.099988","981329752.118433","887298680.526119","1084743497.72499","1156424496.79244","1001546713.81833","913142789.471701",
"Mali","MLI","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","170028650.301686","199021103.170202","192985392.786445","208051941.530323","245482699.461085","271507561.870208","290924364.661904","248124368.572778","477736059.751886","517743224.642761","579270471.675112","637479435.281772","877588356.800626","731855126.571614","655798131.243525","538843062.351513","480679031.453869","452408047.29622","514594862.919938","659492550.949897","771739853.981179","866436395.78819","832590517.237326","1003509245.0438","1069893521.92378","1047245347.60805","1100444288.89973","766862592.301542","1020564661.73186","1025397657.40518","969937779.1606","1009295519.22716","1222925747.17098","971963802.165887","1137091853.97493","1272502587.13132","1405248619.45185","1634186711.41021","2022046451.71907","2055485464.34518","2553909429.98764","3230676367.60887","3234168378.03215","3525784560.96286","4485056247.94831","4742441684.29061","4865678892.39738","5368290192.65192","4872160842.13445","5194694133.23458",
"Malta","MLT","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","15793632.8044509","16940946.9577138","19733573.3573357","22490862.5305552","24408842.8555518","27097511.9937521","30450368.5751792","34568567.6527397","33362259.1066058","36410658.6826347","43554685.5580413","44023534.6358792","46058229.1666667","49037128.9586022","47506192.3829034","46754575.4026354","58822918.9425388","70216078.528827","72224471.2598936","72618625.2771619","80280697.0147237","82085524.5683931","83517431.6866335","74311959.5732735","76796660.2294672","85603112.8404669","89923773.2253454","92536981.4258703","97579843.076583","94920361.6013775","85733882.0301783","98922064.2945722","103950103.950104","114373506.316149","122944693.572496","123865190.896655","131100238.36407","136326307.144812","109857917.093892","126424006.668519","127284768.211921","132334444.566852","120551708.39281","120796889.363311","126813802.053826","115020007.867961","129001111.640711",
"Myanmar","MMR","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5097139231.15376","3696822781.70213","3695730007.73278","5298509776.72898","5089775611.60251","5596386630.02182","6369370541.57098","8743607493.18425","12832674137.1211","14064252113.3321","18257313468.8987","19490341344.9651","18271869556.3461","17759472110.3221","18249260373.7579","16744946372.4047","19015144531.1102",
"Middle East & North Africa (excluding high income)","MNA","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34158969901.5682","34809159476.1277","40653814176.2412","47999670595.7083","44785562796.6192","51014078407.6052","48774184320.6025","47042634994.851","49245375480.4014","47482572166.789","51861335115.6781","54804794006.0969","58435687692.779","69141421161.0079","81398634753.6486","90568567981.006","103267787240.412","113823149007.443","127880655080.078","141897287119.587","151497954982.895","147017341200.806","146020414575.905","",
"Montenegro","MNE","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111242078.61759","125395844.528032","140336197.94126","169319235.553545","192021355.848026","197675662.231066","223542842.805169","265703531.344101","337628533.763","342889691.580995","317810596.02649","366366416.45816","304635744.571502","358688263.409453","371614700.809341","338479760.452479","339201106.19469",
"Mongolia","MNG","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","386775000","460361800","501954333.333333","361001850","358602275","540702933.333333","495910966.666667","532882100","554966666.666667","319428220","280999410.526316","336743464.788732","197551182.585218","254438736.431479","472575510.131294","517792542.710379","380696387.296042","364693852.478562","335175609.276345","311765687.651213","291245019.142341","264216126.197537","294165130.392311","399006529.933855","499595896.923012","602364726.364144","780424301.65803","1080508057.44224","818879110.234769","843510470.69107","1072974990.51375","1383923136.46341","1687773785.69519","1631166359.84481","1569296364.85482","1361464899.84247",
"Northern Mariana Islands","MNP","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","1195462962.96296","1142779036.8272","1144896825.39683","1149567164.1791","979837264.150943","2121895833.33333","2193816831.68317","996504987.960096","846765154.403355","1011077191.56934","856707351.200086","1180071732.31091","721968556.399766","842633469.160487","787301896.596519","829447812.764848","1122318496.15272","1327810864.89483","1355611666.91931","1287995945.23722","1009039633.02511","913923559.187774","1206707808.93657","1333142177.16537","1591585183.3154","1811924036.25168","2041608996.56704","2310532041.03668","3087080269.62297","3044470748.55642","2776564992.44702","3452956745.65496","3667364050.33557","3857577423.00883","3858710733.04691","3395340466.33685","2483769193.26005",
"Mauritania","MRT","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","42597641.9471881","43748928.1987843","44132690.2826497","45667744.6946869","49505365.5333407","52191718.2951691","54602095.8856277","58203478.5277077","60933889.1763675","48737427.4383438","57592553.7916821","59841627.4778949","68586657.7484246","116672679.770083","129529502.594823","126832187.95043","133778444.728095","143812617.136871","155060933.368085","170202091.591233","202225461.659178","219501490.056012","225172497.190558","237814190.37117","185789767.849672","136784071.158196","191435295.462185","263744547.039571","280132551.038908","283067024.98033","270751393.591513","500825235.704575","507187424.592368","434456897.8362","446077281.003439","483116022.440047","476053402.515632","426043607.962964","432817058.935886","475510841.757591","444579515.267033","435183177.893284","434133744.094979","538311877.732578","598164842.641509","615403252.64241","651217423.678332","792817366.185511","932493314.874144","885027180.483154","881471518.836744","885326191.123489","937009043.845156","1030136280.08451","1181090409.0904","1187957722.12464","1136965921.9175",
"Mauritius","MUS","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","150781516.126618","152637355.652082","170255252.867782","208402102.059257","127750061.814349","151073071.112852","151140639.227409","134412892.313475","135107809.250524","147656182.612919","200189575.536149","245278291.997329","250971237.637393","243756777.138061","288895616.779359","284800553.273321","322834519.893081","298630411.37806","308351361.885036","371635868.471153","400764431.889726","347930204.727102","338896018.372255","227475974.557092","279180958.947946","295089439.155764","263978686.336026","307815339.677078","357471167.518228","331920427.038059","344864561.421214","356649006.664814","407095259.517517","354257536.029637","364307896.20717","426600710.652825","426755407.65391","409427583.106959","417287143.715547","362156164.156923","381577804.610872",
"Malawi","MWI","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","78820063.1033047","84840067.9229177","89040071.2854384","93940075.2083791","93660074.9842111","110040088.098042","119560095.719755","118750763.739347","103920041.588801","110880044.374194","119040047.639827","150560720.878678","172663757.045005","172960507.561939","212077122.700001","213235536.956179","248299195.508379","316525762.784385","349513148.194558","519549117.267583","485532575.372523","444959017.451199","439339848.159582","467130174.101621","454912408.713478","431431410.787311","459034893.904285","509529517.361123","599296138.908583","644742242.69945","723774769.762216","873653793.503222","628621722.177429","927293857.194941","264028842.527332","375415976.263357","716654668.066766","807240734.180949","563521911.3212","610917858.629717","621749129.562268","605628105.206151","1356993804.38766","1162326314.49316","1206689623.06597","1203327182.58526","1234030152.36084","1219352939.83175","1594990215.26419","1883857051.78154","2061105433.20366","2302739978.86656","1705389711.31648","1582470203.96761","1737876745.07374","1751433677.7309","1416830824.06688",
"Malaysia","MYS","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","837703057.624461","863108878.871031","860018914.151313","881648209.852345","889887854.436169","916666895.335163","991510878.087025","1007646935.84215","1043695674.89873","1214326113.94225","1258957859.66288","1206504275.4644","1425352816.00227","2217399009.53628","3082932782.18603","2856307211.85876","3248938739.37677","3707210336.0013","4316889550.94991","5276961570.09687","5638925122.88116","5456252506.40163","5763391538.92267","6137057898.59131","6906041944.01775","6327853966.97543","5598083520.57023","6423638672.80521","7079578432.87002","7024512699.35027","6698953750.60076","7054844340.99505","8622138453.68516","9222640923.04106","10174516079.8659","11487240829.3461","11780348199.3799","11102278373.199","9607368528.33265","8581578947.36842","8065263157.89474","7432894736.84211","9060789473.68421","10255526315.7895","11565789473.6842","11859270761.2685","14007659015.3209","19329130527.1119","23008909377.061","18646266988.2253","25730961472.7888","34125490196.0784","30795778295.7783","29461423720.2069","29997861223.991","25042376136.2182","25622355889.8601",
"North America","NAC","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130491047132.073","125240604697.746","126248056916.867","134281747558.169","136092844965.768","120835936514.727","147719797404.345","174430363111.539","169516792946.78","160812539822.026","172912854902.616","189022066698.219","166686227923.804","191884895716.224","234290457128.04","224347415423.052","262231283849.03","239827711822.743","209104178837.701","",
"Namibia","NAM","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","194335644.581407","196662602.552416","179212838.460122","185140113.095772","154795770.351793","118878763.404675","140165164.113786","210114538.310413","228673191.115021","214419643.878446","252639933.521432","298889182.631369","242922896.213184","241251859.105793","371385800.383012","375863251.633536","372187565.417626","353596028.645833","332643579.400539","339125411.244783","420897403.383383","344188577.335873","336229453.451858","503255951.987521","590847763.828042","753652556.098942","771387787.04866","747072231.526954","647542560.402847","732572264.772178","967762962.355898","1021545757.52985","1048392472.5944","806928939.1099","844763404.49842","703091543.941876","",
"New Caledonia","NCL","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91667503.7690848","96038557.1023502","105823081.135024","113678377.884238","117785515.109172","128710382.717537","125653957.330783","120959384.093603","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","338601936.28059","358932935.761309","404107105.465926","427690121.505343","433172683.263426","455907030.474735","469658638.001498","470612022.211987","443516384.88401","415697640.573728","421634135.030389","454018763.18762","463941188.817994","570400035.831435","654623809.526991","527611748.149406","500618341.330173","668809897.946012","934741991.10677","1026891303.22144","1080085601.05157","991052027.185272","893774867.604346","749738813.462597","522706307.01583","529311376.937719","661265087.454582","786260384.466415","806115277.948337","742613932.867234","874516336.427184","911711116.956019","908766371.682085","618109015.559927","637782760.844784","755887412.641211","773918750.259016","717358150.521511","885157042.151579","821992415.613406","680500179.570584","778267444.342964","858838069.281517","1082931306.1263","614132755.665126","842037651.186868","1563735859.60033","1758087562.08442","2334550305.67972","2116446411.08817","2338810403.06737","2451553523.34063","2643733782.20275","2745202817.58562","3012034424.52191","2601376787.02915","",
"Nigeria","NGA","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","16033435655.2538","15235153256.705","11521217125.3823","10544718653.0793","10453557126.0306","7714370677.73167","8440090419.80624","9111904986.62891","7394251166.73738","9213962202.31593","8113215683.01007","7660933395.2291","5117718984.54746","6680276587.6052","8809079448.55031","10518213375","11751902514.173","12018000113.6364","12212652415.4168","11730006598.0119","14338549760.7238","27841375472.5149","28049157808.5533","29376307040.5153","36360493866.6593","46174646662.2672","53715680707.363","67327428424.4091","61693762059.1303","86820135996.487","90718615641.8205","100419860608.373","106899909224.518","113644385964.027","99253056217.5413","84908724209.239",
"Nicaragua","NIC","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","734747738.095238","831422377.158034","922225548.310611","876095394.841291","889551856.436813","825482574.089754","907342797.47833","894998170.160223","858344049.122807","831681620.762712","925483986.189579","1020130697.47151","1075400961.86682","1221987272.678","1381843701.44384","1333405373.78008","1487445018.8234","1845859023.47007","1854852170.36782","1811192203.14851","1985104588.40706","2100152853.59984","2061595305.31524",
"Netherlands","NLD","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","1868164031.50766","1923901990.62519","2088219611.52882","2533274306.5092","3276926139.05092","3438660545.94639","4230871035.2039","4600919486.5811","4533808835.41349","5370087084.94602","6130423926.17818","6558095876.74573","6191297712.62033","6143971940.24924","5690912902.47857","5304020192.30769","5331168325.37155","7686531660.37057","9266612380.33072","9784144943.69495","10443850046.763","12458811690.6692","12460680339.4625","12881742731.8296","10987527171.3337","11881656980.264","13696129563.5465","12615686274.5098","12053309238.7621","10862030659.8534","10060728744.9393","9247282107.97863","9254586129.75392","9410878976.09637","11444695259.5937","11702259746.7097","12145255565.2282","13677079412.8717","14727621133.3151","14792734729.7495","12770213948.319","14340868012.5124","13480126754.268","13137715614.568","14868038881.9462","14588764215.5726","12160917227.5519","12310362347.5692",
"Norway","NOR","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","653656078.063532","740089853.881149","796272122.886373","1001769051.99625","1192663862.66404","1353192140.65699","1582882800.32988","1840706302.24476","1967457032.21868","2008451649.84894","2336613216.71526","2301768446.72881","2141772544.15866","1823913162.65556","1905777124.30313","1870609035.49993","2462033618.67283","3012096474.95362","3144545036.05954","2981678615.39576","3574612201.86271","3547332212.43579","3438088341.78132","3146417445.48287","3310048741.78191","3936892284.37934","3641818350.95662","3326830095.85207","3490609799.73758","3329828700.37953","3121861437.43325","2763882246.96109","2973396127.15749","2993559503.96881","3667368858.29575","4334963135.42879","4853507554.61307","4971083474.07749","5214184397.16312","5021706979.62883","6725492899.48986","6700201806.23263","5746970348.08767","6875914893.61702","7191272150.2248","6235734215.14932","8088690476.19048",
"Nepal","NPL","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","474865454.784092","622916380.102376","557684722.404515","520417270.446887","523851851.851852","579061738.271605","590024701.234568","694814795.061728","635098624.099229","833301616.584253","1087390623.81134","960092885.540559","831120016","944351855.615625","1113750016.66667","1126666666.66667","1292499966.66667","1369402325.23983","1383204697.18386","1479001094.34284","1280038241.99308","1388250822.38104","1418013771.26002","1666515529.35842","1681166059.17964","1770355404.02127","1753816914.79252","1451135857.46102","1460208333.33333","1644673469.38776","1718253012.04819","1760145322.43415","1907504822.0235","1815899919.28975","1948094186.90213","2101216157.52136","2117346938.77551","2187409456.07797","2222367977.69427","2522336825.64334","2750051382.07435","2927132777.5988","3217918070.57989","3801985040.67442","4026522369.71325","5309581946.97864","6615809070.2427","6248899958.89888","6077086445.69204","6054328262.01172","6267679275.05772","6224206340.4603",
"Nauru","NRU","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3661846.15384615","3691149.46749908","3659280.93645485","",
"New Zealand","NZL","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","959030582.804385","1325960136.12056","1595937108.66843","1247931605.07446","1379037723.06302","1627045985.97038","1688555347.09193","1872909698.99666","2543323650.20535","2542945377.34028","2337856964.44925","2050254916.24181","2101077812.8286","2097894846.00228","2208695652.17391","2239121250.52809","3027545651.50108","3507246376.81159","3500621412.08499","3451861590.86834","3577537699.75242","3431518502.76478","4070018251.20292","4270101959.82661","4839930924.54835","5381573470.23727","4803000693.43756","3943891783.77809","4309512688.77472","4686690378.95754","4895362464.42324","4627630735.86673","5864785635.76402","6605714285.71429","6450045764.97923","6888658323.06595","11110457852.5759","9652070007.73178","9559622712.22437","12666502033.1523","13740601216.9674","12751525904.1736","16361218252.0024","12505876171.7778","","",
"OECD members","OED","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558369319624.269","562859386619.963","506580416746.746","490047516989.471","484762173258.607","479244074067.063","455326248540.091","451884030356.989","517509619166.217","596414255000.828","576607863067.199","570362211292.428","634821369617.172","679379270047.325","596707501790.788","679596288806.02","767612448546.091","747399724794.722","795458103784.591","755761262833.813","665140782112.888","",
"Oman","OMN","Agriculture, value added (current US$)","NV.AGR.TOTL.CD","","","","","","38364603.7524503","39764771.7726127","39491853.0792599","36237101.0319174","38636909.0472762","39836813.0549556","40423484.1193455","44293903.074518","47619047.6190476","53271569.1951361","58482918.3555298","52982049.7973364","69774174.8697163","88882455.1244933","116676317.31326","152287203.242617","179791546.033584","191372321.94557","233063115.22872","257672264.041691","277359583.092067","251047120.418848","274122236.671001","321456436.931079","304551365.409623","302210663.19896","298569570.871261","290767230.169051","299349804.941482","327178153.446034","383094928.478544","382574772.43173","414824447.3342","398439531.859558","413524057.217165","437451235.370611","454096228.868661","467360208.062419","477243172.951885","479583875.162549","502470741.222367","521716514.954486","579713914.174252","679843953.185956","714434330.29909","810577747.178619","852793384.144965","887678694.894796","1027269242.84565","1031497858.11311","1131974508.59036","1315994798.43953",
