
  260,20170822,    0
  260,20170823,    0
  260,20170824,   -1
  260,20170825,    0
  260,20170826,    0
  260,20170827,    0
  260,20170828,    0
  260,20170829,   13
  260,20170830,   17
  260,20170831,    8
  260,20170901,    2
  260,20170902,    0
  260,20170903,    0
  260,20170904,    0
  260,20170905,    3
  260,20170906,   20
  260,20170907,   14
  260,20170908,   27
  260,20170909,   29
  260,20170910,    8
  260,20170911,   18
  260,20170912,    1
  260,20170913,   32
  260,20170914,   78
  260,20170915,   25
  260,20170916,   29
  260,20170917,   -1
  260,20170918,    6
  260,20170919,   -1
  260,20170920,    3
  260,20170921,    0
  260,20170922,    6
  260,20170923,    0
  260,20170924,    0
  260,20170925,    0
  260,20170926,    0
  260,20170927,    0
  260,20170928,    4
  260,20170929,   76
  260,20170930,    9
  260,20171001,   -1
  260,20171002,    3
  260,20171003,   15
  260,20171004,   18
  260,20171005,   51
  260,20171006,   13
  260,20171007,   42
  260,20171008,    1
  260,20171009,   34
  260,20171010,    2
  260,20171011,    2
  260,20171012,    2
  260,20171013,    0
  260,20171014,    0
  260,20171015,    0
  260,20171016,    0
  260,20171017,    0
  260,20171018,    0
  260,20171019,   -1
  260,20171020,   31
  260,20171021,    4
  260,20171022,   39
  260,20171023,    1
  260,20171024,    3
  260,20171025,   -1
  260,20171026,    0
  260,20171027,    2
  260,20171028,    7
  260,20171029,    5
  260,20171030,   -1
  260,20171031,   -1
  260,20171101,    0
  260,20171102,   -1
  260,20171103,    5
  260,20171104,   15
  260,20171105,   16
  260,20171106,    4
  260,20171107,    0
  260,20171108,    0
  260,20171109,    7
  260,20171110,   11
  260,20171111,   11
  260,20171112,   14
