
  260,20170101,    5
  260,20170102,    2
  260,20170103,    6
  260,20170104,   13
  260,20170105,   -1
  260,20170106,    0
  260,20170107,   11
  260,20170108,    0
  260,20170109,   20
  260,20170110,    9
  260,20170111,    2
  260,20170112,   33
  260,20170113,   28
  260,20170114,   14
  260,20170115,    0
  260,20170116,   -1
  260,20170117,    0
  260,20170118,   -1
  260,20170119,    0
  260,20170120,    0
  260,20170121,    0
  260,20170122,    0
  260,20170123,   -1
  260,20170124,    3
  260,20170125,    0
  260,20170126,    0
  260,20170127,    0
  260,20170128,   -1
  260,20170129,   16
  260,20170130,   21
  260,20170131,    0
  260,20170201,    4
  260,20170202,    7
  260,20170203,    1
  260,20170204,   13
  260,20170205,   -1
  260,20170206,    0
  260,20170207,    4
  260,20170208,    1
  260,20170209,   -1
  260,20170210,    1
  260,20170211,   11
  260,20170212,    2
  260,20170213,    0
  260,20170214,    0
  260,20170215,   -1
  260,20170216,    5
  260,20170217,    4
  260,20170218,    0
  260,20170219,    3
  260,20170220,   28
  260,20170221,    2
  260,20170222,   58
  260,20170223,   23
  260,20170224,    5
  260,20170225,    4
  260,20170226,   11
  260,20170227,   55
  260,20170228,   11
  260,20170301,   13
  260,20170302,   43
  260,20170303,    6
  260,20170304,   21
  260,20170305,   14
  260,20170306,   16
  260,20170307,    1
  260,20170308,   24
  260,20170309,    1
  260,20170310,    0
  260,20170311,    0
  260,20170312,    0
  260,20170313,    0
  260,20170314,    0
  260,20170315,    0
  260,20170316,    0
  260,20170317,   26
  260,20170318,   13
  260,20170319,    2
  260,20170320,   31
  260,20170321,   -1
  260,20170322,    0
  260,20170323,    0
  260,20170324,    0
  260,20170325,    0
  260,20170326,    0
  260,20170327,    0
  260,20170328,    1
  260,20170329,   -1
  260,20170330,    0
  260,20170331,   14
  260,20170401,   -1
  260,20170402,    0
  260,20170403,    0
  260,20170404,    0
  260,20170405,    0
  260,20170406,   -1
  260,20170407,    0
  260,20170408,    0
  260,20170409,    0
  260,20170410,    0
  260,20170411,    0
  260,20170412,    3
  260,20170413,   -1
  260,20170414,   -1
  260,20170415,    9
  260,20170416,   17
  260,20170417,   37
  260,20170418,   -1
  260,20170419,    0
  260,20170420,    0
  260,20170421,    4
  260,20170422,    2
  260,20170423,    1
  260,20170424,   18
  260,20170425,    6
  260,20170426,    2
  260,20170427,    1
  260,20170428,    6
  260,20170429,   -1
  260,20170430,    0
  260,20170501,    5
  260,20170502,   16
  260,20170503,   21
  260,20170504,   -1
  260,20170505,   -1
  260,20170506,    0
  260,20170507,    0
  260,20170508,   -1
  260,20170509,    0
  260,20170510,    0
  260,20170511,    2
  260,20170512,   66
  260,20170513,   79
  260,20170514,   17
  260,20170515,   -1
  260,20170516,   -1
  260,20170517,    0
  260,20170518,    2
  260,20170519,    1
  260,20170520,    5
  260,20170521,    0
  260,20170522,    0
  260,20170523,    0
  260,20170524,    0
  260,20170525,    0
  260,20170526,    0
  260,20170527,    0
  260,20170528,    0
  260,20170529,    3
  260,20170530,    0
  260,20170531,    0
  260,20170601,    0
  260,20170602,    0
  260,20170603,   21
  260,20170604,    0
  260,20170605,    0
  260,20170606,   25
  260,20170607,   16
  260,20170608,    3
  260,20170609,   68
  260,20170610,    0
  260,20170611,   -1
  260,20170612,   -1
  260,20170613,    0
  260,20170614,    0
  260,20170615,    0
  260,20170616,    0
  260,20170617,    0
  260,20170618,    0
  260,20170619,    0
  260,20170620,    0
  260,20170621,    0
  260,20170622,   13
  260,20170623,    0
  260,20170624,   13
  260,20170625,   15
  260,20170626,    0
  260,20170627,   25
  260,20170628,   13
  260,20170629,    1
  260,20170630,   23
  260,20170701,   23
  260,20170702,    6
  260,20170703,    9
  260,20170704,   -1
  260,20170705,    0
  260,20170706,   46
  260,20170707,   -1
  260,20170708,   -1
  260,20170709,    0
  260,20170710,    1
  260,20170711,   19
  260,20170712,   48
  260,20170713,    0
  260,20170714,   80
  260,20170715,   -1
  260,20170716,   11
  260,20170717,   -1
  260,20170718,    0
  260,20170719,    1
  260,20170720,   73
  260,20170721,    0
  260,20170722,   22
  260,20170723,   76
  260,20170724,   14
  260,20170725,   27
  260,20170726,    1
  260,20170727,   -1
  260,20170728,   12
  260,20170729,   40
  260,20170730,   14
  260,20170731,   -1
  260,20170801,    0
  260,20170802,    9
  260,20170803,   13
  260,20170804,    6
  260,20170805,    8
  260,20170806,    0
  260,20170807,    0
  260,20170808,   28
  260,20170809,   -1
  260,20170810,   13
  260,20170811,    2
  260,20170812,   10
  260,20170813,    0
  260,20170814,    0
  260,20170815,    5
  260,20170816,    0
  260,20170817,    7
  260,20170818,   60
  260,20170819,   32
  260,20170820,   -1
  260,20170821,    0
