  20000430,  125,  109,  149
  20000501,  128,   96,  171
  20000502,  104,   91,  120
  20000503,  120,  100,  140
  20000504,  134,  104,  193
  20000505,  181,   89,  253
  20000506,  201,  123,  265
  20000507,  192,  134,  275
  20000508,  193,  104,  257
  20000509,  196,  136,  256
  20000510,  198,  132,  270
  20000511,  184,  131,  251
  20000512,  189,  113,    20000513,  181,  112,  253
  20000514,  192,   87,  271
  20000515,  208,  107,  289
  20000516,  202,  124,  296
  20000517,  137,  105,  168
  20000518,  114,   82,  152
  20000519,  103,   63,  136
  20000520,  108,   54,  161
  20000521,  100,   56,  123
  20000522,  114,   64,  157
  20000523,  138,   68,  186
  20000524,  140,  115,  188
  20000525,  132,  103,  153
  20000526,  136,   82,  173
  20000527,  124,  102,  170
  20000528,   94,   70,  133
  20000529,  101,   54,  148
  20000530,   98,   36,  150
  20000531,  125,   38,  189
  20000601,  151,  104,  198
  20000602,  164,  111,  215
  20000603,  181,   99,  252
  20000604,  167,   87,  218
  20000605,  123,   71,  160
  20000606,  128,  101,  163
  20000607,  123,   60,  166
  20000608,  155,   55,  222
  20000609,  212,  137,  296
  20000610,  166,  108,  207
  20000611,  148,   82,  195
  20000612,  162,  109,  212
  20000613,  169,  141,  198
  20000614,  172,  151,  205
  20000615,  151,   88,  192
  20000616,  132,   60,  182
  20000617,  149,   60,  212
  20000618,  211,   87,  287
  20000619,  257,  174,  335
  20000620,  259,  178,  336
  20000621,  205,  162,  269
  20000622,  163,  134,  200
  20000623,  151,  121,  198
  20000624,  135,  114,  176
  20000625,  127,  104,  151
  20000626,  124,   71,  161
  20000627,  123,   50,  175
  20000628,  124,   61,  172
  20000629,  132,   83,  175
  20000630,  137,   55,  194
  20000701,  136,   85,  165
  20000702,  190,  141,  249
  20000703,  194,  131,  245
  20000704,  176,  122,  235
  20000705,  158,  143,  191
  20000706,  165,  132,  202
  20000707,  140,  105,  170
  20000708,  127,   64,  158
  20000709,  138,  126,  149
  20000710,  152,  120,  198
  20000711,  133,  117,  160
  20000712,  139,   95,  177
  20000713,  145,  114,  176
  20000714,  132,  104,  168
  20000715,  128,  106,  161
  20000716,  142,  125,  182
  20000717,  136,  120,  162
  20000718,  140,  125,  172
  20000719,  161,  108,  202
  20000720,  163,   91,  222
  20000721,  146,  112,  176
  20000722,  151,  105,  198
  20000723,  165,  136,  213
  20000724,  184,  146,  238
  20000725,  170,  142,  216
  20000726,  155,  136,  178
  20000727,  165,  101,  216
  20000728,  170,  115,  221
  20000729,  159,  117,  206
  20000730,  168,  109,  222
  20000731,  183,  116,  232
  20000801,  210,  153,  277
  20000802,  182,  134,  229
  20000803,  173,  131,  225
  20000804,  165,  106,  218
  20000805,  166,  117,  217
  20000806,  175,  105,  224
  20000807,  186,  153,  224
  20000808,  173,  130,  223
  20000809,  184,  107,  238
  20000810,  187,  168,  209
  20000811,  189,  128,  235
  20000812,  176,   97,  239
  20000813,  217,  119,  289
  20000814,  217,  178,  271
  20000815,  182,  117,  224
  20000816,  183,  125,  234
  20000817,  179,  115,  233
  20000818,  176,  109,  230
  20000819,  186,  141,  240
  20000820,  175,  123,  239
  20000821,  156,  107,  203
  20000822,  153,   86,  212
  20000823,  155,   95,  213
  20000824,  156,   74,  229
  20000825,  163,   97,  212
  20000826,  195,  126,  262
  20000827,  167,  128,  205
  20000828,  144,   93,  199
  20000829,  146,   87,  214
  20000830,  139,   68,  202
  20000831,  144,   77,  202
  20000901,  157,  113,  211
  20000902,  145,  124,  181
  20000903,  149,  123,  186
  20000904,  138,  106,  166
  20000905,  154,   92,  213
  20000906,  151,  132,  171
  20000907,  159,  148,  186
  20000908,  174,  151,  192
  20000909,  173,  137,  201
  20000910,  170,  116,  232
  20000911,  184,  124,  239
  20000912,  176,  142,  211
  20000913,  160,  104,  206
  20000914,  152,   94,  210
  20000915,  166,  117,  214
  20000916,  155,  121,  201
  20000917,  130,   88,  162
  20000918,  159,  122,  203
  20000919,  174,  130,  221
  20000920,  148,  131,  170
  20000921,  137,  105,  185
  20000922,  154,   90,  211
  20000923,  165,  122,  208
  20000924,  147,   97,  200
  20000925,  152,  114,  205
  20000926,  169,  131,  232
  20000927,  161,  139,  203
  20000928,  158,  146,  172
  20000929,  169,  145,  196
  20000930,  159,  129,  196
  20001001,  138,  103,  163
  20001002,  124,   97,  167
  20001003,  127,   79,  166
  20001004,  122,   92,  156
  20001005,  121,   84,  180
  20001006,   92,   49,  140
  20001007,   84,   39,  145
  20001008,  101,   55,  126
  20001009,   96,   30,  146
  20001010,   94,   77,  121
  20001011,  104,   78,  136
  20001012,  117,   88,  152
  20001013,  116,   67,  164
  20001014,   98,   62,  123
  20001015,  103,   78,  127
  20001016,  123,  107,  155
  20001017,  102,   41,  156
  20001018,   99,   45,  122
  20001019,  107,   40,  163
  20001020,  113,   36,  162
  20001021,  149,  121,  184
  20001022,  149,  104,  192
  20001023,  146,  112,  198
  20001024,  122,  114,  145
  20001025,  122,   87,  152
  20001026,  102,   76,  137
  20001027,  108,   77,  128
  20001028,  132,  116,  144
  20001029,  101,   81,  131
  20001030,  105,   79,  135
  20001031,   92,   73,  120
  20001101,   76,   58,  100
  20001102,   78,   53,  114
  20001103,   77,   52,  114
  20001104,   68,   38,  111
  20001105,   71,   39,  105
  20001106,   94,   70,  116
  20001107,   85,   65,   96
  20001108,   82,   69,   94
  20001109,   78,   71,   90
  20001110,   71,   53,   91
  20001111,   86,   58,  105
  20001112,   87,   79,   98
  20001113,   79,   59,  101
  20001114,   56,   16,   94
  20001115,   57,   36,   75
  20001116,   72,   51,   92
  20001117,   50,   21,   82
  20001118,   64,   30,   84
  20001119,   91,   76,  116
  20001120,   63,   39,   79
  20001121,   62,   39,   79
  20001122,   86,   61,  111
  20001123,   84,   42,  113
  20001124,   70,   44,   92
  20001125,   72,   41,   96
  20001126,   76,   62,   94
  20001127,   66,   44,   86
  20001128,  119,   72,  148
  20001129,  111,   94,  136
  20001130,  106,   86,  124
  20001201,  116,   97,  135
  20001202,  105,   81,  125
  20001203,   84,   43,  108
  20001204,   70,   39,   94
  20001205,   96,   64,  122
  20001206,  109,   83,  123
  20001207,   98,   74,  117
  20001208,  122,   99,  149
  20001209,   94,   74,  111
  20001210,   96,   71,  117
  20001211,  120,   95,  134
  20001212,  131,  122,  139
  20001213,  108,   92,  129
  20001214,   74,   52,  100
  20001215,   56,   38,   72
  20001216,   41,   31,   51
  20001217,   25,   -5,   55
  20001218,   32,    6,   42
  20001219,   27,    8,   62
  20001220,   16,    3,   31
  20001221,   -1,  -22,   25
  20001222,  -23,  -47,   10
  20001223,  -20,  -66,   18
  20001224,    6,    0,   11
  20001225,   -6,  -38,    9
  20001226,  -22,  -46,   -7
  20001227,  -10,  -16,   -4
  20001228,    5,  -20,   27
  20001229,    6,  -13,   33
  20001230,   17,   -7,   35
  20001231,   -1,  -45,   23
